Order_ID,Customer_ID,Order_Date,Month,City,Zone,Restaurant_Name,Cuisine,Customer_Type,Items_Count,Food_Amount,Discount_Amount,Delivery_Fee,Tax_Amount,Final_Order_Value,Payment_Mode,Delivery_Partner,Distance_km,Expected_Delivery_Min,Actual_Delivery_Min,Late_duration,Late_Delivery,Order_Status,Customer_Rating,Weather,Offer_Type,Revenue
ORD00930,CUST0501,22-12-2025,December,Jaipur,North,Curry Corner,Pizza,Returning,5,"₹ 2,195.09",₹ 439.02,₹ 25.00,₹ 87.80,"₹ 1,868.87",Credit Card,Zippy,2.1,26,24,-2,No,Delivered,4.3,Clear,20% Off,High
ORD00931,CUST0097,18-12-2025,December,Bengaluru,West,Burger Barn,Pizza,Returning,3,"₹ 1,202.36",₹ 50.00,₹ 55.00,₹ 57.62,"₹ 1,264.98",Credit Card,QuickRider,10.7,61,71,10,Yes,Delivered,3.9,Cloudy,Flat 50,High
ORD00932,CUST0319,12-10-2025,October,Kolkata,East,Meal Monk,Chinese,Returning,1,₹ 209.38,₹ 0.00,₹ 0.00,₹ 10.47,₹ 219.85,Wallet,Zippy,6.6,49,52,3,No,Delivered,4.1,Hot,Free Delivery,High
ORD00933,CUST0499,03-12-2025,December,Delhi,South,Biryani House,Healthy,New,5,"₹ 1,484.85",₹ 50.00,₹ 25.00,₹ 71.74,"₹ 1,531.59",Credit Card,DoorDashPro,2.5,26,23,-3,No,Delivered,4.5,Clear,Flat 50,Medium
ORD00934,CUST0153,02-12-2025,December,Delhi,Central,Pizza Palace,Pizza,Returning,2,₹ 773.52,₹ 50.00,₹ 0.00,₹ 36.18,₹ 759.70,Debit Card,FastFleet,2.4,28,31,3,No,Cancelled,,Cold,Flat 50,High
ORD00935,CUST0202,09-03-2025,March,Jaipur,West,Dosa Delight,South Indian,Returning,2,₹ 330.24,₹ 0.00,₹ 0.00,₹ 16.51,₹ 346.75,UPI,Zippy,10.9,51,64,13,Yes,Delivered,4.2,Rainy,No Offer,High
ORD00936,CUST0092,16-12-2025,December,Mumbai,West,Cafe Crave,Healthy,Returning,5,"₹ 1,523.38",₹ 0.00,₹ 25.00,₹ 76.17,"₹ 1,624.55",Wallet,QuickRider,2.5,24,24,0,No,Refunded,,Cloudy,No Offer,Medium
ORD00937,CUST0402,16-12-2025,December,Hyderabad,West,Urban Bites,Momos,Premium,5,₹ 826.72,₹ 50.00,₹ 0.00,₹ 38.84,₹ 815.56,Credit Card,FastFleet,3.9,43,40,-3,No,Delivered,5,Hot,Flat 50,High
ORD00938,CUST0404,19-03-2025,March,Mumbai,North,Meal Monk,Desserts,New,5,"₹ 1,024.33",₹ 0.00,₹ 45.00,₹ 51.22,"₹ 1,120.55",UPI,FastFleet,10.3,57,58,1,No,Delivered,3.5,Rainy,No Offer,High
ORD00939,CUST0310,13-02-2025,February,Chennai,North,Foodie's Stop,North Indian,New,1,₹ 228.66,₹ 0.00,₹ 25.00,₹ 11.43,₹ 265.09,Debit Card,UrbanRunner,8.5,46,54,8,Yes,Delivered,4.2,Cloudy,No Offer,High
ORD00940,CUST0155,12-07-2025,July,Mumbai,South,Tandoor Tales,Burger,New,2,₹ 454.92,₹ 0.00,₹ 25.00,₹ 22.75,₹ 502.67,UPI,Zippy,11.1,58,63,5,No,Delivered,4.9,Cold,No Offer,Medium
ORD00941,CUST0246,14-12-2025,December,Jaipur,Central,Burger Barn,Momos,Returning,2,₹ 300.40,₹ 0.00,₹ 0.00,₹ 15.02,₹ 315.42,Cash,FastFleet,8.2,51,52,1,No,Delivered,3.3,Clear,No Offer,High
ORD00942,CUST0383,25-05-2025,May,Chennai,North,Quick Fork,South Indian,New,2,₹ 459.45,₹ 0.00,₹ 25.00,₹ 22.97,₹ 507.42,Credit Card,DoorDashPro,1.9,31,41,10,Yes,Delivered,3.9,Hot,No Offer,Medium
ORD00943,CUST0484,09-07-2025,July,Pune,Central,Meal Monk,North Indian,Returning,3,₹ 998.26,₹ 0.00,₹ 35.00,₹ 49.91,"₹ 1,083.17",Cash,DoorDashPro,11.4,60,68,8,Yes,Delivered,3,Cold,No Offer,High
ORD00944,CUST0409,21-07-2025,July,Pune,North,Wok Express,Desserts,Premium,3,₹ 537.05,₹ 0.00,₹ 0.00,₹ 26.85,₹ 563.90,Credit Card,UrbanRunner,7.3,45,55,10,Yes,Delivered,4,Rainy,No Offer,High
ORD00945,CUST0395,15-03-2025,March,Chennai,Central,Tandoor Tales,Desserts,Returning,2,₹ 486.83,₹ 0.00,₹ 35.00,₹ 24.34,₹ 546.17,Cash,Zippy,2.5,33,31,-2,No,Delivered,4.4,Cloudy,No Offer,High
ORD00946,CUST0469,27-05-2025,May,Hyderabad,Central,Wok Express,Momos,New,1,₹ 144.61,₹ 21.69,₹ 35.00,₹ 6.15,₹ 164.07,Credit Card,FastFleet,3.3,25,38,13,Yes,Delivered,4.2,Rainy,Combo Offer,High
ORD00947,CUST0287,23-02-2025,February,Bengaluru,West,Curry Corner,Rolls,Premium,1,₹ 119.17,₹ 17.88,₹ 0.00,₹ 5.06,₹ 106.35,Credit Card,FastFleet,11.1,65,65,0,No,Delivered,4.7,Clear,Combo Offer,Low
ORD00948,CUST0136,10-08-2025,August,Hyderabad,West,Burger Barn,Biryani,Returning,1,₹ 243.77,₹ 0.00,₹ 0.00,₹ 12.19,₹ 255.96,Credit Card,UrbanRunner,10.6,50,59,9,Yes,Delivered,3.6,Clear,Free Delivery,Low
ORD00949,CUST0377,09-08-2025,August,Chennai,West,Wok Express,Chinese,Returning,1,₹ 289.56,₹ 0.00,₹ 35.00,₹ 14.48,₹ 339.04,UPI,DoorDashPro,10,59,56,-3,No,Delivered,4.2,Cold,No Offer,Medium
ORD00950,CUST0127,29-11-2025,November,Kolkata,South,Biryani House,Healthy,Returning,3,₹ 702.09,₹ 0.00,₹ 25.00,₹ 35.10,₹ 762.19,UPI,FastFleet,2.3,21,23,2,No,Cancelled,,Cloudy,No Offer,Medium
ORD00951,CUST0497,23-07-2025,July,Delhi,North,Burger Barn,Chinese,New,2,₹ 668.26,₹ 0.00,₹ 55.00,₹ 33.41,₹ 756.67,Wallet,FastFleet,9.5,48,43,-5,No,Delivered,4.6,Hot,No Offer,High
ORD00952,CUST0228,26-06-2025,June,Chennai,Central,Wok Express,South Indian,Premium,4,₹ 994.21,₹ 0.00,₹ 25.00,₹ 49.71,"₹ 1,068.92",Credit Card,DoorDashPro,8.7,47,47,0,No,Delivered,4,Hot,No Offer,High
ORD00953,CUST0518,26-04-2025,April,Pune,West,Flavour Factory,Pizza,Returning,1,₹ 545.90,₹ 50.00,₹ 0.00,₹ 24.80,₹ 520.70,UPI,FastFleet,7.1,50,50,0,No,Delivered,3.2,Clear,Flat 50,High
ORD00954,CUST0646,13-04-2025,April,Bengaluru,North,Burger Barn,Healthy,New,5,"₹ 1,503.62",₹ 0.00,₹ 25.00,₹ 75.18,"₹ 1,603.80",UPI,QuickRider,10.8,64,64,0,No,Delivered,4.8,Cloudy,No Offer,High
ORD00955,CUST0521,29-12-2025,December,Hyderabad,West,Wok Express,Healthy,Returning,2,₹ 572.30,₹ 0.00,₹ 25.00,₹ 28.61,₹ 625.91,Debit Card,Zippy,11.8,54,54,0,No,Cancelled,,Clear,No Offer,High
ORD00956,CUST0051,21-11-2025,November,Hyderabad,East,Curry Corner,Burger,Returning,2,₹ 547.99,₹ 0.00,₹ 45.00,₹ 27.40,₹ 620.39,Wallet,QuickRider,1.6,24,29,5,No,Delivered,5,Hot,No Offer,High
ORD00957,CUST0576,05-05-2025,May,Mumbai,North,Quick Fork,Pizza,New,4,"₹ 1,635.54",₹ 327.11,₹ 0.00,₹ 65.42,"₹ 1,373.85",Cash,DoorDashPro,6.3,43,47,4,No,Delivered,5,Clear,20% Off,High
ORD00958,CUST0047,18-03-2025,March,Bengaluru,South,Biryani House,Desserts,Returning,3,₹ 516.60,₹ 50.00,₹ 45.00,₹ 23.33,₹ 534.93,UPI,DoorDashPro,8.2,51,54,3,No,Delivered,3.9,Clear,Flat 50,High
ORD00959,CUST0385,13-06-2025,June,Bengaluru,South,Curry Corner,Pizza,New,5,"₹ 2,122.65",₹ 0.00,₹ 35.00,₹ 106.13,"₹ 2,263.78",Debit Card,UrbanRunner,5.7,32,34,2,No,Delivered,3.6,Rainy,No Offer,High
ORD00960,CUST0092,19-04-2025,April,Jaipur,East,Urban Bites,Burger,Returning,1,₹ 228.04,₹ 0.00,₹ 0.00,₹ 11.40,₹ 239.44,UPI,FastFleet,8.3,41,51,10,Yes,Delivered,4.4,Cloudy,Free Delivery,High
ORD00961,CUST0617,07-06-2025,June,Mumbai,West,Tandoor Tales,Momos,Returning,4,₹ 775.79,₹ 155.16,₹ 45.00,₹ 31.03,₹ 696.66,Wallet,FastFleet,3.4,30,40,10,Yes,Delivered,4.2,Clear,20% Off,Medium
ORD00962,CUST0618,09-03-2025,March,Pune,North,Momo Street,Healthy,Returning,4,"₹ 1,134.85",₹ 50.00,₹ 25.00,₹ 54.24,"₹ 1,164.09",Wallet,Zippy,10.2,51,55,4,No,Delivered,3.8,Cold,Flat 50,High
ORD00963,CUST0498,19-11-2025,November,Hyderabad,South,Flavour Factory,Biryani,Returning,2,₹ 565.78,₹ 113.16,₹ 25.00,₹ 22.63,₹ 500.25,Wallet,QuickRider,2.3,23,18,-5,No,Delivered,4.6,Clear,20% Off,High
ORD00964,CUST0608,20-05-2025,May,Jaipur,East,Spice Junction,Healthy,Returning,5,"₹ 1,412.48",₹ 0.00,₹ 55.00,₹ 70.62,"₹ 1,538.10",UPI,QuickRider,8.3,52,61,9,Yes,Delivered,4.1,Rainy,No Offer,High
ORD00965,CUST0396,08-06-2025,June,Mumbai,West,Noodle Hub,South Indian,Returning,3,₹ 736.99,₹ 0.00,₹ 35.00,₹ 36.85,₹ 808.84,UPI,DoorDashPro,4.5,35,36,1,No,Delivered,4.4,Rainy,No Offer,High
ORD00966,CUST0359,17-10-2025,October,Delhi,West,Pizza Palace,Healthy,New,2,₹ 506.89,₹ 101.38,₹ 35.00,₹ 20.28,₹ 460.79,Wallet,Zippy,3.3,35,35,0,No,Delivered,4.1,Rainy,20% Off,High
ORD00967,CUST0424,24-03-2025,March,Pune,South,Roll Nation,Desserts,New,5,₹ 880.90,₹ 0.00,₹ 0.00,₹ 44.05,₹ 924.95,UPI,QuickRider,10.2,55,61,6,No,Cancelled,,Cloudy,Free Delivery,Medium
ORD00968,CUST0593,07-05-2025,May,Hyderabad,East,Roll Nation,Chinese,Returning,3,"₹ 1,058.15",₹ 0.00,₹ 0.00,₹ 52.91,"₹ 1,111.06",UPI,QuickRider,2.3,28,30,2,No,Delivered,4.6,Cloudy,Free Delivery,High
ORD00969,CUST0546,26-05-2025,May,Hyderabad,West,Spice Junction,North Indian,Returning,2,₹ 667.77,₹ 0.00,₹ 0.00,₹ 33.39,₹ 701.16,Wallet,UrbanRunner,7.5,53,63,10,Yes,Delivered,4.1,Clear,No Offer,High
ORD00970,CUST0198,26-10-2025,October,Mumbai,South,Spice Junction,Pizza,Premium,1,₹ 608.72,₹ 0.00,₹ 25.00,₹ 30.44,₹ 664.16,Wallet,DoorDashPro,2.3,36,46,10,Yes,Delivered,4.4,Cloudy,No Offer,High
ORD00971,CUST0152,19-11-2025,November,Chennai,West,Dosa Delight,Momos,Premium,1,₹ 119.94,₹ 0.00,₹ 0.00,₹ 6.00,₹ 125.94,Credit Card,UrbanRunner,4.3,40,47,7,No,Cancelled,,Hot,No Offer,High
ORD00972,CUST0483,25-04-2025,April,Kolkata,South,Burger Barn,South Indian,New,4,₹ 841.51,₹ 0.00,₹ 35.00,₹ 42.08,₹ 918.59,UPI,Zippy,6.8,47,52,5,No,Delivered,4.5,Clear,No Offer,Low
ORD00973,CUST0564,12-10-2025,October,Bengaluru,Central,Wok Express,Momos,Premium,5,₹ 787.02,₹ 157.40,₹ 35.00,₹ 31.48,₹ 696.10,Debit Card,DoorDashPro,5.4,38,40,2,No,Cancelled,,Clear,20% Off,High
ORD00974,CUST0462,25-01-2025,January,Delhi,South,Biryani House,Desserts,Premium,2,₹ 406.59,₹ 0.00,₹ 25.00,₹ 20.33,₹ 451.92,Credit Card,UrbanRunner,4.4,37,45,8,Yes,Delivered,4.3,Clear,No Offer,High
ORD00975,CUST0293,01-08-2025,August,Kolkata,North,Momo Street,Rolls,Returning,3,₹ 541.57,₹ 50.00,₹ 45.00,₹ 24.58,₹ 561.15,Credit Card,Zippy,9.3,43,40,-3,No,Delivered,4.8,Clear,Flat 50,Medium
ORD00976,CUST0345,27-08-2025,August,Kolkata,East,Momo Street,Chinese,New,3,₹ 909.81,₹ 50.00,₹ 0.00,₹ 42.99,₹ 902.80,Credit Card,FastFleet,2.8,40,43,3,No,Delivered,3.9,Cloudy,Flat 50,High
ORD00977,CUST0126,12-04-2025,April,Delhi,Central,Spice Junction,Chinese,New,5,"₹ 1,650.59",₹ 0.00,₹ 0.00,₹ 82.53,"₹ 1,733.12",Credit Card,QuickRider,3.4,25,27,2,No,Delivered,3.8,Clear,No Offer,High
ORD00978,CUST0237,22-08-2025,August,Kolkata,West,Dosa Delight,Desserts,Returning,3,₹ 577.02,₹ 115.40,₹ 25.00,₹ 23.08,₹ 509.70,Wallet,UrbanRunner,10.9,48,54,6,Yes,Delivered,4.9,Clear,20% Off,High
ORD00979,CUST0136,12-10-2025,October,Jaipur,South,Spice Junction,Chinese,New,5,"₹ 1,660.76",₹ 0.00,₹ 35.00,₹ 83.04,"₹ 1,778.80",Credit Card,DoorDashPro,6,33,33,0,No,Cancelled,,Clear,No Offer,High
ORD00980,CUST0052,27-01-2025,January,Jaipur,West,Quick Fork,North Indian,Returning,4,"₹ 1,282.34",₹ 0.00,₹ 0.00,₹ 64.12,"₹ 1,346.46",UPI,QuickRider,10.1,58,58,0,No,Cancelled,,Clear,Free Delivery,High
ORD00981,CUST0151,04-07-2025,July,Jaipur,South,Dosa Delight,Healthy,Returning,3,₹ 774.61,₹ 0.00,₹ 55.00,₹ 38.73,₹ 868.34,UPI,FastFleet,1.4,29,33,4,No,Delivered,4.8,Clear,No Offer,High
ORD00982,CUST0426,06-09-2025,September,Mumbai,West,Pizza Palace,Momos,Returning,1,₹ 114.14,₹ 0.00,₹ 0.00,₹ 5.71,₹ 119.85,UPI,UrbanRunner,2.3,35,31,-4,No,Delivered,3.9,Cold,No Offer,High
ORD00983,CUST0113,26-01-2025,January,Kolkata,West,Urban Bites,North Indian,Returning,3,"₹ 1,203.61",₹ 50.00,₹ 0.00,₹ 57.68,"₹ 1,211.29",Credit Card,QuickRider,7.5,45,45,0,No,Delivered,4.2,Cloudy,Flat 50,Low
ORD00984,CUST0267,22-02-2025,February,Delhi,West,Healthy Bowl,Desserts,New,2,₹ 226.14,₹ 50.00,₹ 0.00,₹ 8.81,₹ 184.95,Wallet,UrbanRunner,5,39,37,-2,No,Delivered,4,Clear,Flat 50,High
ORD00985,CUST0278,27-11-2025,November,Mumbai,South,Quick Fork,Biryani,Returning,3,₹ 900.19,₹ 135.03,₹ 35.00,₹ 38.26,₹ 838.42,Credit Card,QuickRider,5.9,32,42,10,Yes,Delivered,3.6,Clear,Combo Offer,Low
ORD00986,CUST0613,11-01-2025,January,Chennai,Central,Flavour Factory,Desserts,Returning,3,₹ 512.77,₹ 102.55,₹ 25.00,₹ 20.51,₹ 455.73,UPI,DoorDashPro,9.7,58,63,5,No,Delivered,3.9,Rainy,20% Off,High
ORD00987,CUST0138,01-08-2025,August,Delhi,West,Meal Monk,Healthy,Returning,3,₹ 846.14,₹ 0.00,₹ 55.00,₹ 42.31,₹ 943.45,Credit Card,Zippy,2.7,36,43,7,Yes,Delivered,4.8,Clear,No Offer,Medium
ORD00988,CUST0158,01-12-2025,December,Delhi,South,Roll Nation,Momos,New,4,₹ 691.20,₹ 0.00,₹ 0.00,₹ 34.56,₹ 725.76,Debit Card,QuickRider,1.5,29,36,7,Yes,Delivered,4.1,Clear,Free Delivery,High
ORD00989,CUST0045,30-03-2025,March,Delhi,North,Tandoor Tales,Desserts,New,1,₹ 273.54,₹ 54.71,₹ 55.00,₹ 10.94,₹ 284.77,Debit Card,DoorDashPro,4.7,35,33,-2,No,Delivered,3.4,Clear,20% Off,High
ORD00990,CUST0557,21-10-2025,October,Delhi,North,Biryani House,Pizza,Premium,2,₹ 771.58,₹ 115.74,₹ 0.00,₹ 32.79,₹ 688.63,UPI,QuickRider,5.1,39,42,3,No,Delivered,3.3,Rainy,Combo Offer,Medium
ORD00991,CUST0515,02-10-2025,October,Hyderabad,North,Foodie's Stop,Pizza,New,5,"₹ 2,029.22",₹ 0.00,₹ 0.00,₹ 101.46,"₹ 2,130.68",Debit Card,QuickRider,5.3,39,34,-5,No,Delivered,3.9,Cloudy,No Offer,High
ORD00992,CUST0145,15-08-2025,August,Chennai,Central,Tandoor Tales,South Indian,Returning,4,₹ 944.60,₹ 141.69,₹ 35.00,₹ 40.15,₹ 878.06,Debit Card,QuickRider,9.5,46,50,4,No,Delivered,4,Rainy,Combo Offer,High
ORD00993,CUST0582,16-03-2025,March,Mumbai,South,Roll Nation,Biryani,Returning,5,"₹ 1,359.95",₹ 0.00,₹ 35.00,₹ 68.00,"₹ 1,462.95",UPI,Zippy,6.9,38,48,10,No,Cancelled,,Clear,No Offer,High
ORD00994,CUST0433,16-02-2025,February,Jaipur,South,Foodie's Stop,Desserts,Returning,5,₹ 930.66,₹ 0.00,₹ 25.00,₹ 46.53,"₹ 1,002.19",Wallet,QuickRider,2.2,38,40,2,No,Delivered,4.4,Clear,No Offer,High
ORD00995,CUST0543,11-01-2025,January,Kolkata,North,Curry Corner,Biryani,Premium,2,₹ 499.05,₹ 50.00,₹ 0.00,₹ 22.45,₹ 471.50,Credit Card,FastFleet,1,19,19,0,No,Delivered,4.2,Clear,Flat 50,High
ORD00996,CUST0250,09-10-2025,October,Chennai,Central,Noodle Hub,Burger,Returning,5,"₹ 1,153.14",₹ 0.00,₹ 45.00,₹ 57.66,"₹ 1,255.80",Wallet,FastFleet,5.4,44,53,9,Yes,Delivered,3.8,Clear,No Offer,Medium
ORD00997,CUST0112,01-04-2025,April,Pune,South,Meal Monk,Chinese,Returning,1,₹ 517.38,₹ 50.00,₹ 45.00,₹ 23.37,₹ 535.75,UPI,Zippy,2.9,37,45,8,Yes,Delivered,3.2,Clear,Flat 50,High
ORD00998,CUST0021,08-02-2025,February,Delhi,South,Zest Kitchen,Chinese,New,2,₹ 579.22,₹ 0.00,₹ 0.00,₹ 28.96,₹ 608.18,Wallet,QuickRider,9,44,54,10,Yes,Delivered,4.2,Rainy,Free Delivery,High
ORD00999,CUST0420,04-09-2025,September,Bengaluru,North,Curry Corner,Desserts,Returning,5,₹ 777.16,₹ 0.00,₹ 35.00,₹ 38.86,₹ 851.02,Credit Card,Zippy,3.7,28,37,9,Yes,Delivered,3.9,Cloudy,No Offer,High
ORD01000,CUST0175,24-08-2025,August,Pune,Central,Sweet Treats,Rolls,Returning,4,₹ 718.93,₹ 0.00,₹ 25.00,₹ 35.95,₹ 779.88,Debit Card,UrbanRunner,8.7,53,60,7,Yes,Delivered,4.7,Clear,No Offer,High
ORD01001,CUST0594,01-07-2025,July,Chennai,West,Roll Nation,Chinese,Returning,2,₹ 577.25,₹ 50.00,₹ 35.00,₹ 26.36,₹ 588.61,Wallet,UrbanRunner,8.4,40,44,4,No,Delivered,4.4,Cloudy,Flat 50,High
ORD01002,CUST0510,12-01-2025,January,Jaipur,South,Noodle Hub,Momos,Returning,4,₹ 589.72,₹ 0.00,₹ 0.00,₹ 29.49,₹ 619.21,Debit Card,DoorDashPro,7.2,53,62,9,Yes,Delivered,3.8,Cloudy,No Offer,High
ORD01003,CUST0596,14-10-2025,October,Hyderabad,West,Pizza Palace,North Indian,Premium,5,"₹ 1,784.26",₹ 0.00,₹ 0.00,₹ 89.21,"₹ 1,873.47",Credit Card,UrbanRunner,3.7,40,50,10,Yes,Delivered,3.8,Rainy,Free Delivery,High
ORD01004,CUST0033,01-10-2025,October,Hyderabad,Central,Spice Junction,Rolls,New,5,₹ 892.53,₹ 0.00,₹ 45.00,₹ 44.63,₹ 982.16,Debit Card,FastFleet,10.6,56,54,-2,No,Delivered,4.9,Cold,No Offer,High
ORD01005,CUST0553,24-07-2025,July,Kolkata,West,Roll Nation,Desserts,Returning,5,₹ 933.56,₹ 0.00,₹ 35.00,₹ 46.68,"₹ 1,015.24",UPI,UrbanRunner,4.9,32,27,-5,No,Delivered,4.8,Cloudy,No Offer,High
ORD01006,CUST0458,12-10-2025,October,Kolkata,East,Roll Nation,Healthy,Returning,5,"₹ 1,401.60",₹ 50.00,₹ 0.00,₹ 67.58,"₹ 1,419.18",Wallet,DoorDashPro,7.1,49,51,2,No,Delivered,3.9,Cold,Flat 50,High
ORD01007,CUST0449,07-01-2025,January,Mumbai,North,Tandoor Tales,South Indian,Returning,5,"₹ 1,067.95",₹ 0.00,₹ 35.00,₹ 53.40,"₹ 1,156.35",Cash,UrbanRunner,5.3,33,51,18,Yes,Delivered,3.9,Rainy,No Offer,High
ORD01008,CUST0278,07-12-2025,December,Jaipur,Central,Flavour Factory,Biryani,Returning,5,"₹ 1,300.16",₹ 260.03,₹ 0.00,₹ 52.01,"₹ 1,092.14",UPI,DoorDashPro,1.3,24,22,-2,No,Delivered,4.4,Clear,20% Off,High
ORD01009,CUST0353,05-06-2025,June,Kolkata,West,Healthy Bowl,Healthy,Returning,4,"₹ 1,242.42",₹ 50.00,₹ 35.00,₹ 59.62,"₹ 1,287.04",Cash,UrbanRunner,11.3,60,59,-1,No,Delivered,3.9,Clear,Flat 50,High
ORD01010,CUST0315,02-11-2025,November,Jaipur,South,Noodle Hub,South Indian,Returning,2,₹ 446.87,₹ 67.03,₹ 25.00,₹ 18.99,₹ 423.83,Credit Card,QuickRider,3.4,34,29,-5,No,Delivered,4.3,Clear,Combo Offer,High
ORD01011,CUST0295,19-07-2025,July,Hyderabad,East,Zest Kitchen,South Indian,New,1,₹ 302.14,₹ 0.00,₹ 55.00,₹ 15.11,₹ 372.25,Cash,DoorDashPro,3.5,25,27,2,No,Cancelled,,Rainy,No Offer,Medium
ORD01012,CUST0475,28-06-2025,June,Delhi,Central,Spice Junction,Biryani,Returning,2,₹ 412.44,₹ 0.00,₹ 0.00,₹ 20.62,₹ 433.06,Cash,QuickRider,11.2,50,60,10,Yes,Delivered,4,Cold,No Offer,Medium
ORD01013,CUST0321,22-03-2025,March,Hyderabad,Central,Sweet Treats,Rolls,Returning,3,₹ 477.46,₹ 0.00,₹ 55.00,₹ 23.87,₹ 556.33,Wallet,Zippy,4.6,33,42,9,Yes,Delivered,4.1,Rainy,No Offer,Medium
ORD01014,CUST0236,27-07-2025,July,Chennai,West,Zest Kitchen,South Indian,New,1,₹ 184.54,₹ 0.00,₹ 55.00,₹ 9.23,₹ 248.77,UPI,DoorDashPro,10.4,47,44,-3,No,Delivered,4,Clear,No Offer,High
ORD01015,CUST0209,23-11-2025,November,Delhi,East,Flavour Factory,Healthy,Returning,4,"₹ 1,223.65",₹ 0.00,₹ 0.00,₹ 61.18,"₹ 1,284.83",Debit Card,Zippy,4.9,38,47,9,Yes,Delivered,3.7,Cloudy,No Offer,Medium
ORD01016,CUST0548,20-06-2025,June,Kolkata,South,Burger Barn,Chinese,Returning,1,₹ 536.39,₹ 0.00,₹ 25.00,₹ 26.82,₹ 588.21,Cash,FastFleet,3.6,41,41,0,No,Delivered,4.8,Hot,No Offer,High
ORD01017,CUST0218,13-10-2025,October,Delhi,West,Meal Monk,Rolls,New,4,₹ 695.73,₹ 0.00,₹ 0.00,₹ 34.79,₹ 730.52,Debit Card,DoorDashPro,4.5,30,28,-2,No,Delivered,4.2,Clear,Free Delivery,High
ORD01018,CUST0408,26-04-2025,April,Kolkata,North,Foodie's Stop,Rolls,Premium,4,₹ 729.71,₹ 0.00,₹ 25.00,₹ 36.49,₹ 791.20,Debit Card,UrbanRunner,4.2,39,54,15,Yes,Delivered,3.6,Rainy,No Offer,High
ORD01019,CUST0568,03-02-2025,February,Mumbai,West,Foodie's Stop,Burger,Returning,4,₹ 953.07,₹ 0.00,₹ 0.00,₹ 47.65,"₹ 1,000.72",Debit Card,DoorDashPro,11.7,60,55,-5,No,Delivered,4.7,Clear,Free Delivery,High
ORD01020,CUST0530,03-09-2025,September,Kolkata,Central,Momo Street,Chinese,New,4,"₹ 1,326.65",₹ 50.00,₹ 55.00,₹ 63.83,"₹ 1,395.48",UPI,DoorDashPro,4.2,36,40,4,No,Delivered,4.1,Clear,Flat 50,High
ORD01021,CUST0114,14-11-2025,November,Chennai,West,Quick Fork,Burger,Premium,4,₹ 823.58,₹ 0.00,₹ 0.00,₹ 41.18,₹ 864.76,Debit Card,UrbanRunner,8,50,49,-1,No,Cancelled,,Cloudy,Free Delivery,High
ORD01022,CUST0337,27-01-2025,January,Bengaluru,West,Cafe Crave,Momos,Returning,1,₹ 180.11,₹ 36.02,₹ 55.00,₹ 7.20,₹ 206.29,Wallet,UrbanRunner,3.1,38,47,9,Yes,Delivered,3.6,Hot,20% Off,High
ORD01023,CUST0515,28-09-2025,September,Hyderabad,East,Healthy Bowl,Pizza,Returning,2,₹ 695.08,₹ 0.00,₹ 55.00,₹ 34.75,₹ 784.83,Credit Card,DoorDashPro,2.2,26,21,-5,No,Delivered,4.2,Cloudy,No Offer,Medium
ORD01024,CUST0456,11-08-2025,August,Bengaluru,Central,Zest Kitchen,Chinese,Premium,1,₹ 272.03,₹ 0.00,₹ 0.00,₹ 13.60,₹ 285.63,Cash,QuickRider,1.1,18,18,0,No,Delivered,5,Cloudy,Free Delivery,High
ORD01025,CUST0013,23-10-2025,October,Chennai,South,Noodle Hub,Rolls,Premium,3,₹ 604.64,₹ 0.00,₹ 35.00,₹ 30.23,₹ 669.87,Wallet,DoorDashPro,9.2,59,68,9,No,Cancelled,,Cloudy,No Offer,Medium
ORD01026,CUST0588,10-04-2025,April,Pune,North,Burger Barn,Pizza,Returning,2,₹ 987.21,₹ 0.00,₹ 55.00,₹ 49.36,"₹ 1,091.57",Wallet,Zippy,2.4,37,42,5,No,Delivered,4.1,Clear,No Offer,High
ORD01027,CUST0544,20-12-2025,December,Bengaluru,Central,Urban Bites,Pizza,New,3,"₹ 1,414.90",₹ 0.00,₹ 0.00,₹ 70.75,"₹ 1,485.65",UPI,QuickRider,8.9,47,52,5,No,Cancelled,,Clear,Free Delivery,High
ORD01028,CUST0441,16-04-2025,April,Pune,South,Pizza Palace,Healthy,New,5,"₹ 1,435.99",₹ 50.00,₹ 35.00,₹ 69.30,"₹ 1,490.29",Debit Card,Zippy,3.7,27,32,5,No,Delivered,4.3,Cloudy,Flat 50,High
ORD01029,CUST0521,07-07-2025,July,Mumbai,North,Tandoor Tales,South Indian,Returning,5,"₹ 1,127.83",₹ 50.00,₹ 0.00,₹ 53.89,"₹ 1,131.72",Credit Card,FastFleet,2.1,30,26,-4,No,Delivered,4.7,Clear,Flat 50,High
ORD01030,CUST0108,30-08-2025,August,Jaipur,North,Quick Fork,Burger,Returning,3,₹ 747.74,₹ 0.00,₹ 55.00,₹ 37.39,₹ 840.13,Cash,UrbanRunner,1.9,28,36,8,Yes,Delivered,3.8,Clear,No Offer,High
ORD01031,CUST0147,23-12-2025,December,Mumbai,East,Roll Nation,Rolls,Returning,3,₹ 526.01,₹ 0.00,₹ 55.00,₹ 26.30,₹ 607.31,Debit Card,QuickRider,7,40,46,6,Yes,Delivered,4.1,Rainy,No Offer,High
